"year","date","rank","song","artist","binary","language","total_words","non_e_words","percent","unique","position","streams","spins","radio_rank"
2020,2020-10-03,81,"hit different","sza",0,"english",519,0,0,0,139,1711557,711,160
2020,2020-10-03,82,"nobodys love","maroon 5",0,"english",442,0,0,0,201,1401875,1085,100
2020,2020-10-03,83,"everywhere but on","matt stell",0,"english",319,0,0,0,201,1401875,2052,41
2020,2020-10-03,84,"caramelo","ozuna",1,"spanish",563,543,96.45,0,201,1401875,205,501
2020,2020-10-03,85,"do it","chloe and halle",0,"english",433,0,0,0,201,1401875,205,501
2020,2020-10-03,86,"over now","calvin harris",0,"english",293,0,0,0,183,1467134,1786,52
2020,2020-10-03,87,"dollaz on my head","gunna",0,"english",704,0,0,0,41,2927342,755,148
2020,2020-10-03,88,"you got it","vedo",0,"english",473,0,0,0,81,2193271,205,501
2020,2020-10-03,89,"my window","youngboy never broke again",0,"english",607,0,0,0,137,1721251,205,501
2020,2020-10-03,90,"when you down","lil tecca",0,"english",698,0,0,1,134,1731080,205,501
2020,2020-10-03,91,"me gusta","anitta",1,"spanish",475,379,79.79,1,67,2351182,205,501
2020,2020-10-03,92,"wet she got that","yfn lucci",0,"english",570,0,0,1,201,1401875,205,501
2020,2020-10-03,93,"whole lotta choppas","sada baby",0,"english",541,0,0,0,201,1401875,205,501
2020,2020-10-03,94,"lonely if you are","chase rice",0,"english",404,0,0,0,201,1401875,1703,55
2020,2020-10-03,95,"blind","dababy",0,"english",502,0,0,0,108,1892203,1533,65
2020,2020-10-03,96,"3 headed goat","lil durk",0,"english",609,0,0,0,138,1718242,205,501
2020,2020-10-03,97,"drug addiction","youngboy never broke again",0,"english",413,0,0,0,201,1401875,205,501
2020,2020-10-03,98,"la jeepeta","nio garcia",1,"spanish",904,898,99.34,0,176,1492812,205,501
2020,2020-10-03,99,"bs","jhene aiko",0,"english",469,0,0,0,201,1401875,1275,85
2020,2020-10-03,100,"wolves","big sean",0,"english",567,0,0,0,19,3869259,205,501
2020,2020-10-10,1,"franchise","travis scott",0,"english",570,0,0,0,6,6991730,1451,72
2020,2020-10-10,2,"dynamite","bts",0,"english",450,0,0,0,14,4805772,2428,33
2020,2020-10-10,3,"wap","cardi b",0,"english",604,0,0,0,1,10417487,4028,15
2020,2020-10-10,4,"laugh now cry later","drake",0,"english",602,0,0,0,4,8218836,6166,6
2020,2020-10-10,5,"mood","24kgoldn",0,"english",455,0,0,0,2,9444935,5379,9
2020,2020-10-10,6,"blinding lights","the weeknd",0,"english",259,0,0,0,18,4487286,7047,2
2020,2020-10-10,7,"rockstar","dababy",0,"english",656,0,0,0,10,5287269,4298,12
2020,2020-10-10,8,"savage love","jawsh 685",0,"english",335,0,0,0,25,3395495,6380,5
2020,2020-10-10,9,"watermelon sugar","harry styles",0,"english",233,0,0,0,19,4323798,6906,3
2020,2020-10-10,10,"i hope","gabby barrett",0,"english",471,0,0,0,139,1761772,6121,7
2020,2020-10-10,11,"before you go","lewis capaldi",0,"english",323,0,0,0,52,2687974,6631,4
2020,2020-10-10,12,"holy","justin bieber",0,"english",509,0,0,0,7,6046100,3076,21
2020,2020-10-10,13,"whats poppin","jack harlow",0,"english",529,2,0.38,0,104,2059957,262,381
2020,2020-10-10,14,"lemonade","internet money",0,"english",398,1,0.25,0,3,9258340,643,168
2020,2020-10-10,15,"for the night","pop smoke",0,"english",581,0,0,0,5,7898996,215,483
2020,2020-10-10,16,"go crazy","chris brown",0,"english",563,0,0,0,28,3344946,5704,8
2020,2020-10-10,17,"circles","post malone",0,"english",314,0,0,0,42,2977024,4365,11
2020,2020-10-10,18,"one of them girls","lee brice",0,"english",367,0,0,0,153,1710124,3401,16
2020,2020-10-10,19,"got what i got","jason aldean",0,"english",261,0,0,0,201,1462508,2986,22
2020,2020-10-10,20,"come and go","juice wrld",0,"english",360,0,0,0,12,4946074,1758,53
2020,2020-10-10,21,"popstar","dj khaled",0,"english",564,0,0,0,9,5366600,3227,19
2020,2020-10-10,22,"roses","saint jhn",0,"english",346,0,0,0,37,3086559,350,288
2020,2020-10-10,23,"be like that","kane brown",0,"english",440,0,0,0,40,3042505,2510,30
2020,2020-10-10,24,"adore you","harry styles",0,"english",303,0,0,0,69,2414676,4177,13
2020,2020-10-10,25,"break my heart","dua lipa",0,"english",505,0,0,0,188,1522808,5008,10
2020,2020-10-10,26,"lovin on you","luke combs",0,"english",222,0,0,0,201,1462508,3158,20
2020,2020-10-10,27,"mood swings","pop smoke",0,"english",617,0,0,0,21,3887421,209,501
2020,2020-10-10,28,"my exs best friend","machine gun kelly",0,"english",365,0,0,1,11,5161468,209,501
2020,2020-10-10,29,"the woo","pop smoke",0,"english",548,0,0,0,38,3060417,1739,55
2020,2020-10-10,30,"tap in","saweetie",0,"english",416,0,0,0,100,2101569,925,117
2020,2020-10-10,31,"if the world was ending","jp saxe",0,"english",464,0,0,0,105,2046635,4043,14
2020,2020-10-10,32,"bang","ajr",0,"english",362,0,0,0,179,1579321,2588,29
2020,2020-10-10,33,"dont start now","dua lipa",0,"english",278,0,0,0,162,1684606,2963,23
2020,2020-10-10,34,"more than my hometown","morgan wallen",0,"english",422,0,0,0,118,1962738,1995,43
2020,2020-10-10,35,"ily","surf mesa",0,"english",215,0,0,0,191,1506358,2881,24
2020,2020-10-10,36,"said sum","moneybagg yo",0,"english",652,0,0,0,167,1652917,1252,87
2020,2020-10-10,37,"kings and queens","ava max",0,"english",312,0,0,0,182,1547656,389,257
2020,2020-10-10,38,"rags2riches","rod wave",0,"english",289,0,0,0,169,1632382,523,197
2020,2020-10-10,39,"midnight sky","miley cyrus",0,"english",404,0,0,0,43,2966327,2123,39
2020,2020-10-10,40,"what you know bout love","pop smoke",0,"english",464,0,0,0,16,4744431,209,501
2020,2020-10-10,41,"life is good","future",0,"english",785,0,0,0,76,2312698,1003,106
2020,2020-10-10,42,"some girls","jameson rodgers",0,"english",346,0,0,0,201,1462508,209,501
2020,2020-10-10,43,"i should probably go to bed","dan and shay",0,"english",279,0,0,0,201,1462508,2346,36
2020,2020-10-10,44,"forget me too","machine gun kelly",0,"english",350,1,0.29,1,17,4594256,209,501
2020,2020-10-10,45,"cool again","kane brown",0,"english",287,0,0,0,201,1462508,2854,25
2020,2020-10-10,46,"chasin you","morgan wallen",0,"english",325,0,0,0,120,1959049,1476,71
2020,2020-10-10,47,"epidemic","polo g",0,"english",542,0,0,1,32,3274349,209,501
2020,2020-10-10,48,"die from a broken heart","maddie and tae",0,"english",292,0,0,0,201,1462508,1564,60
2020,2020-10-10,49,"we paid","lil baby",0,"english",807,0,0,0,61,2565764,1074,100
2020,2020-10-10,50,"bloody valentine","machine gun kelly",0,"english",296,0,0,1,35,3132795,1856,91
2020,2020-10-10,51,"wishing well","juice wrld",0,"english",419,0,0,0,13,4903872,379,268
2020,2020-10-10,52,"one beer","hardy",0,"english",360,0,0,0,201,1462508,1842,46
2020,2020-10-10,53,"cardigan","taylor swift",0,"english",336,0,0,0,102,2082821,2463,31
2020,2020-10-10,54,"24","money man",0,"english",563,2,0.36,0,201,1462508,230,440
2020,2020-10-10,55,"rain on me","lady gaga",0,"english",317,0,0,0,115,1982790,1695,57
2020,2020-10-10,56,"happy anywhere","blake shelton",0,"english",241,0,0,0,201,1462508,2079,41
2020,2020-10-10,57,"hawai","maluma",1,"spanish",397,281,70.78,0,51,2693215,209,501
2020,2020-10-10,58,"pretty heart","parker mccollum",0,"english",271,0,0,0,201,1462508,1718,56
2020,2020-10-10,59,"breaking me","topic",0,"english",309,0,0,0,79,2274971,1821,47
2020,2020-10-10,60,"heather","conan gray",0,"english",211,0,0,0,15,4758455,616,176
2020,2020-10-10,61,"7 summers","morgan wallen",0,"english",333,0,0,0,48,2788504,674,163
2020,2020-10-10,62,"i called mama","tim mcgraw",0,"english",310,0,0,0,201,1462508,2297,37
2020,2020-10-10,63,"you broke me first","tate mcrae",0,"english",328,0,0,0,20,3916382,483,216
2020,2020-10-10,64,"starting over","chris stapleton",0,"english",257,0,0,0,201,1462508,768,149
2020,2020-10-10,65,"love you like i used to","russell dickerson",0,"english",301,0,0,0,201,1462508,1965,45
2020,2020-10-10,66,"aint always the cowboy","jon pardi",0,"english",224,0,0,0,201,1462508,1617,59
2020,2020-10-10,67,"greece","dj khaled",0,"english",461,17,3.69,0,53,2685091,209,501
2020,2020-10-10,68,"ice cream","blackpink",0,"english",479,21,4.38,0,108,2032611,1261,86
2020,2020-10-10,69,"everywhere but on","matt stell",0,"english",319,0,0,0,201,1462508,2153,38
2020,2020-10-10,70,"diamonds","sam smith",0,"english",513,0,0,0,125,1913982,1788,51
2020,2020-10-10,71,"martin and gina","polo g",0,"english",472,0,0,0,24,3529787,209,501
2020,2020-10-10,72,"the bigger picture","lil baby",0,"english",1139,0,0,0,111,2021312,1072,101
2020,2020-10-10,73,"ok not to be ok","marshmello",0,"english",270,0,0,0,171,1625766,1500,67
2020,2020-10-10,74,"girls in the hood","megan thee stallion",0,"english",590,1,0.17,0,109,2030521,958,112
2020,2020-10-10,75,"hit different","sza",0,"english",519,0,0,0,173,1621756,995,107
2020,2020-10-10,76,"relacion","sech",1,"spanish",397,394,99.24,0,201,1462509,209,501
2020,2020-10-10,77,"un dia one day","j balvin",0,"english",508,222,43.7,0,85,2190022,890,121
2020,2020-10-10,78,"dollaz on my head","gunna",0,"english",704,0,0,0,34,3161769,736,151
2020,2020-10-10,79,"kacey talk","youngboy never broke again",0,"english",470,0,0,0,184,1541224,259,385
2020,2020-10-10,80,"do it","chloe and halle",0,"english",433,0,0,0,201,1462508,209,501
2020,2020-10-10,81,"smile","juice wrld",0,"english",402,0,0,0,30,3284836,209,501
2020,2020-10-10,82,"like that","doja cat",0,"english",435,7,1.61,0,201,1462508,1680,58
2020,2020-10-10,83,"caramelo","ozuna",1,"spanish",563,543,96.45,0,201,1462508,209,501
2020,2020-10-10,84,"over now","calvin harris",0,"english",293,0,0,0,201,1462508,1743,54
2020,2020-10-10,85,"blind","dababy",0,"english",502,0,0,0,138,1778902,1796,49
2020,2020-10-10,86,"nobodys love","maroon 5",0,"english",442,0,0,0,201,1462508,989,109
2020,2020-10-10,87,"you got it","vedo",0,"english",473,0,0,1,90,2143312,209,501
2020,2020-10-10,88,"u 2 luv","ne yo",0,"english",480,3,0.63,0,201,1462508,209,501
2020,2020-10-10,89,"better","zayn",0,"english",281,0,0,1,63,2533853,209,501
2020,2020-10-10,90,"3 headed goat","lil durk",0,"english",609,0,0,0,159,1690661,209,501
2020,2020-10-10,91,"drunk face","machine gun kelly",0,"english",324,2,0.62,1,56,2623385,209,501
2020,2020-10-10,92,"bs","jhene aiko",0,"english",469,0,0,0,201,1462508,1490,68
2020,2020-10-10,93,"big big plans","chris lane",0,"english",422,0,0,0,201,1462508,1512,65
2020,2020-10-10,94,"ay dios mio","karol g",1,"spanish",424,424,100,1,201,1462508,209,501
2020,2020-10-10,95,"good time","niko moon",0,"english",371,0,0,0,201,1462508,879,123
2020,2020-10-10,96,"put your records on","ritt momney",0,"english",271,0,0,0,23,3779080,209,501
2020,2020-10-10,97,"money over fallouts","tory lanez",0,"english",1149,0,0,1,201,1462508,209,501
2020,2020-10-10,98,"moral of the story","ashe",0,"english",325,0,0,0,201,1462508,1413,75
2020,2020-10-10,99,"one too many","keith urban",0,"english",388,0,0,0,201,1462508,217,475
2020,2020-10-10,100,"la jeepeta","nio garcia",1,"spanish",904,898,99.34,0,201,1462508,209,501
2020,2020-10-17,1,"savage love","jawsh 685",0,"english",335,0,0,1,68,4971785,6281,8
2020,2020-10-17,2,"dynamite","bts",0,"english",450,0,0,0,19,4738523,2638,29
2020,2020-10-17,3,"wap","cardi b",0,"english",604,0,0,0,1,9144643,4157,13
2020,2020-10-17,4,"mood","24kgoldn",0,"english",455,0,0,0,2,8780080,6351,5
2020,2020-10-17,5,"laugh now cry later","drake",0,"english",602,0,0,0,7,7456639,6438,4
2020,2020-10-17,6,"blinding lights","the weeknd",0,"english",259,0,0,0,21,4563469,7204,2
2020,2020-10-17,7,"rockstar","dababy",0,"english",656,0,0,0,14,5019296,4353,11
2020,2020-10-17,8,"i hope","gabby barrett",0,"english",471,0,0,0,162,1684879,6312,7
2020,2020-10-17,9,"runnin","21 savage",0,"english",527,0,0,1,3,8713712,204,501
2020,2020-10-17,10,"mr right now","21 savage",0,"english",664,0,0,1,4,8639420,204,501
2020,2020-10-17,11,"watermelon sugar","harry styles",0,"english",233,0,0,0,25,4019414,6811,3
2020,2020-10-17,12,"lemonade","internet money",0,"english",398,1,0.25,0,52,2896042,828,135
2020,2020-10-17,13,"before you go","lewis capaldi",0,"english",323,0,0,0,65,2615472,6333,6
2020,2020-10-17,14,"holy","justin bieber",0,"english",509,0,0,0,10,5335610,3501,17
2020,2020-10-17,15,"for the night","pop smoke",0,"english",581,0,0,0,5,7914498,346,294
2020,2020-10-17,16,"whats poppin","jack harlow",0,"english",529,2,0.38,0,107,2027821,206,497
2020,2020-10-17,17,"go crazy","chris brown",0,"english",563,0,0,0,41,3122423,5728,9
2020,2020-10-17,18,"wonder","shawn mendes",0,"english",268,0,0,1,9,5682019,2674,28
2020,2020-10-17,19,"glock in my lap","21 savage",0,"english",548,0,0,1,8,6196066,204,501
2020,2020-10-17,20,"one of them girls","lee brice",0,"english",367,0,0,0,131,1825365,3384,18
2020,2020-10-17,21,"dreams","fleetwood mac",0,"english",229,0,0,0,11,5308749,204,501
2020,2020-10-17,22,"circles","post malone",0,"english",314,0,0,0,50,2901408,4252,12
2020,2020-10-17,23,"got what i got","jason aldean",0,"english",261,0,0,0,201,1478128,2997,22
2020,2020-10-17,24,"come and go","juice wrld",0,"english",360,0,0,0,20,4727724,1918,48
2020,2020-10-17,25,"franchise","travis scott",0,"english",570,0,0,0,32,3560595,1721,55
2020,2020-10-17,26,"rich nigga shit","21 savage",0,"english",536,0,0,1,13,5274717,204,501
2020,2020-10-17,27,"be like that","kane brown",0,"english",440,0,0,0,44,3060143,2825,24
2020,2020-10-17,28,"adore you","harry styles",0,"english",303,0,0,0,84,2334263,4057,14
2020,2020-10-17,29,"break my heart","dua lipa",0,"english",505,0,0,0,201,1478128,4783,10
2020,2020-10-17,30,"dont stop","megan thee stallion",0,"english",633,0,0,1,57,2776557,1156,95
2020,2020-10-17,31,"roses","saint jhn",0,"english",346,0,0,0,47,2940545,296,345
2020,2020-10-17,32,"slidin","21 savage",0,"english",526,0,0,1,16,4832891,204,501
2020,2020-10-17,33,"many men","21 savage",0,"english",693,0,0,1,15,4943214,204,501
2020,2020-10-17,34,"popstar","dj khaled",0,"english",564,0,0,0,23,4510495,2270,37
2020,2020-10-17,35,"bang","ajr",0,"english",362,0,0,0,176,1596582,2730,27
2020,2020-10-17,36,"mood swings","pop smoke",0,"english",617,0,0,0,33,3555415,204,501
2020,2020-10-17,37,"fallin","why dont we",0,"english",383,0,0,1,201,1478128,589,179
2020,2020-10-17,38,"more than my hometown","morgan wallen",0,"english",422,0,0,0,115,1983580,2247,39
2020,2020-10-17,39,"dont start now","dua lipa",0,"english",278,0,0,0,156,1690518,3079,21
2020,2020-10-17,40,"lovin on you","luke combs",0,"english",222,0,0,0,201,1478128,3086,20
2020,2020-10-17,41,"ily","surf mesa",0,"english",215,0,0,0,201,1478128,3149,19
2020,2020-10-17,42,"the woo","pop smoke",0,"english",548,0,0,0,56,2848342,2250,38
2020,2020-10-17,43,"if the world was ending","jp saxe",0,"english",464,0,0,0,106,2042532,3982,15
2020,2020-10-17,44,"what you know bout love","pop smoke",0,"english",464,0,0,0,12,5293080,204,501
2020,2020-10-17,45,"some girls","jameson rodgers",0,"english",346,0,0,0,201,1478128,204,501
2020,2020-10-17,46,"kings and queens","ava max",0,"english",312,0,0,0,201,1478128,464,226
2020,2020-10-17,47,"tap in","saweetie",0,"english",416,0,0,0,135,1780945,828,136
2020,2020-10-17,48,"outta time","bryson tiller",0,"english",262,0,0,1,30,3710964,204,501
2020,2020-10-17,49,"rags2riches","rod wave",0,"english",289,0,0,0,199,1488002,608,178
2020,2020-10-17,50,"my exs best friend","machine gun kelly",0,"english",365,0,0,0,22,4529618,215,481
2020,2020-10-17,51,"said sum","moneybagg yo",0,"english",652,0,0,0,187,1550800,1439,68
2020,2020-10-17,52,"one beer","hardy",0,"english",360,0,0,0,201,1478128,2025,45
2020,2020-10-17,53,"i called mama","tim mcgraw",0,"english",310,0,0,1,201,1478128,2896,23
2020,2020-10-17,54,"i should probably go to bed","dan and shay",0,"english",279,0,0,0,201,1478128,2340,34
2020,2020-10-17,55,"midnight sky","miley cyrus",0,"english",404,0,0,0,66,2606319,2228,40
2020,2020-10-17,56,"my dawg","21 savage",0,"english",620,1,0.16,1,36,3457808,204,501
2020,2020-10-17,57,"brand new draco","21 savage",0,"english",630,0,0,1,35,3514669,204,501
2020,2020-10-17,58,"happy anywhere","blake shelton",0,"english",241,0,0,0,201,1478128,2156,43
2020,2020-10-17,59,"lovesick girls","blackpink",1,"spanish",321,178,55.45,1,27,3953974,204,501
2020,2020-10-17,60,"24","money man",0,"english",563,2,0.36,0,201,1478128,259,392
2020,2020-10-17,61,"snitches & rats","21 savage",0,"english",607,0,0,1,37,6300723,204,501
2020,2020-10-17,62,"wishing well","juice wrld",0,"english",419,0,0,0,18,4747825,405,253
2020,2020-10-17,63,"pretty heart","parker mccollum",0,"english",271,0,0,0,201,1478128,1779,53
2020,2020-10-17,64,"ice cream","blackpink",0,"english",479,21,4.38,0,62,2631756,1264,86
2020,2020-10-17,65,"rain on me","lady gaga",0,"english",317,0,0,0,118,1968137,1651,57
2020,2020-10-17,66,"hawai","maluma",1,"spanish",397,281,70.78,0,71,2491863,204,501
2020,2020-10-17,67,"7 summers","morgan wallen",0,"english",333,0,0,0,61,2667591,721,154
2020,2020-10-17,68,"love you like i used to","russell dickerson",0,"english",301,0,0,0,201,1478128,2285,35
2020,2020-10-17,69,"heather","conan gray",0,"english",211,0,0,0,24,4509346,657,166
2020,2020-10-17,70,"cool again","kane brown",0,"english",287,0,0,0,201,1478128,1390,75
2020,2020-10-17,71,"no opp left behind","21 savage",0,"english",643,0,0,1,45,3010573,204,501
2020,2020-10-17,72,"you broke me first","tate mcrae",0,"english",328,0,0,0,29,3755108,491,212
2020,2020-10-17,73,"levitating","dua lipa",0,"english",498,0,0,0,139,1754761,1068,106
2020,2020-10-17,74,"steppin on niggas","21 savage",0,"english",372,0,0,1,51,2897755,204,501
2020,2020-10-17,75,"aint always the cowboy","jon pardi",0,"english",224,0,0,0,201,1478128,1625,61
2020,2020-10-17,76,"rip luv","21 savage",0,"english",543,0,0,1,54,2850453,204,501
2020,2020-10-17,77,"cardigan","taylor swift",0,"english",336,0,0,0,129,1841032,2082,44
2020,2020-10-17,78,"breaking me","topic",0,"english",309,0,0,0,92,2204661,1440,67
2020,2020-10-17,79,"everywhere but on","matt stell",0,"english",319,0,0,0,201,1478128,2271,36
2020,2020-10-17,80,"diamonds","sam smith",0,"english",513,0,0,0,194,1507082,1955,47
2020,2020-10-17,81,"starting over","chris stapleton",0,"english",257,0,0,0,201,1478128,910,123
2020,2020-10-17,82,"ok not to be ok","marshmello",0,"english",270,0,0,0,201,1478128,1435,69
2020,2020-10-17,83,"always forever","bryson tiller",0,"english",294,0,0,1,112,1998098,204,501
2020,2020-10-17,84,"years go by","bryson tiller",0,"english",426,0,0,1,101,2065547,204,501
2020,2020-10-17,85,"un dia one day","j balvin",0,"english",508,222,43.7,0,102,2057596,659,163
2020,2020-10-17,86,"martin and gina","polo g",0,"english",472,0,0,0,34,3524706,204,501
2020,2020-10-17,87,"hit different","sza",0,"english",519,0,0,0,190,1537281,1181,94
2020,2020-10-17,88,"greece","dj khaled",0,"english",461,17,3.69,0,75,2438704,204,501
2020,2020-10-17,89,"the bigger picture","lil baby",0,"english",1139,0,0,0,164,1680451,1632,59
2020,2020-10-17,90,"bloody valentine","machine gun kelly",0,"english",296,0,0,0,88,2262670,1993,84
2020,2020-10-17,91,"said n done","21 savage",0,"english",665,0,0,1,60,2676975,204,501
2020,2020-10-17,92,"relacion","sech",1,"spanish",397,394,99.24,0,197,1502657,204,501
2020,2020-10-17,93,"epidemic","polo g",0,"english",542,0,0,0,123,1931897,204,501
2020,2020-10-17,94,"do it","chloe and halle",0,"english",433,0,0,0,201,1478128,204,501
2020,2020-10-17,95,"girls in the hood","megan thee stallion",0,"english",590,1,0.17,0,121,1942120,621,175
2020,2020-10-17,96,"forget me too","machine gun kelly",0,"english",350,1,0.29,0,39,3190381,204,501
